Commodity,Component,Supplier,Cost,SupplierPerformanceRating,ComponentPerformanceRating
Keyboard,40262,KLD Research,325,3,1
Keyboard,40263,Knoema,332,7,4
Keyboard,40264,Knowledge Agency,305,8,5
Keyboard,40265,KPMG,282,5,3
Keyboard,40266,Kroll Bond Ratings Agency,378,1,5
Keyboard,40267,Kyruus,149,7,5
Keyboard,40268,Lawdragon,281,4,3
Keyboard,40269,Legal Science Partners,326,1,2
Keyboard,40270,(Leg)Cyte,215,8,9
Keyboard,40271,"LegiNation, Inc.",139,6,5
Keyboard,40272,LegiStorm,175,8,6
Keyboard,40273,Lenddo,99,9,6
Keyboard,40274,Lending Club,242,5,8
Keyboard,40275,Level One Technologies,20,4,1
Keyboard,40276,LexisNexis,388,2,9
Keyboard,40277,Liberty Mutual Insurance Cos.,164,4,3
Keyboard,40278,Lilly Open Innovation Drug Discovery,41,2,5
Keyboard,40279,Liquid Robotics,53,8,2
Keyboard,40280,Locavore,284,9,1
Keyboard,40281,"LOGIXDATA, LLC",351,6,4
Keyboard,40282,LoopNet,163,4,1
Keyboard,40283,"Loqate, Inc.",250,5,7
Keyboard,40284,LoseIt.com,220,5,8
Keyboard,40285,LOVELAND Technologies,177,7,1
Keyboard,40286,Lucid,75,5,1
Keyboard,40287,"Lumesis, Inc.",209,9,3
Keyboard,40288,Mango Transit,388,7,4
Keyboard,40289,Mapbox,207,4,4
Keyboard,40290,Maponics,154,6,1
Keyboard,40291,MapQuest,312,2,4
Keyboard,40292,"Marinexplore, Inc.",314,8,8
Keyboard,40293,MarketSense,359,5,6
Keyboard,40294,Marlin & Associates,168,5,7
Keyboard,40295,Marlin Alter and Associates,310,7,3
Keyboard,40296,McGraw Hill Financial,266,6,2
Keyboard,40297,McKinsey,366,6,5
Keyboard,40298,MedWatcher,149,1,1
Keyboard,40299,Mercaris,99,9,6
Keyboard,40300,Merrill Corp.,383,7,3
Keyboard,40301,Merrill Lynch,76,1,4
Keyboard,40302,MetLife,12,5,3
Keyboard,40303,mHealthCoach,145,6,1
Keyboard,40304,MicroBilt Corporation,334,4,4
Keyboard,40305,Microsoft Windows Azure Marketplace,217,8,3
Keyboard,40306,Mint,60,3,4
Keyboard,40307,Moody's,127,2,4
Keyboard,40308,Morgan Stanley,322,3,7
Keyboard,40309,"Morningstar, Inc.",295,3,6
Keyboard,40310,Mozio,352,3,6
Keyboard,40311,MuckRock.com,299,2,2
Keyboard,40312,Munetrix,311,5,3
Keyboard,40313,Municode,335,1,2
Keyboard,40314,National Van Lines,138,2,6
Keyboard,40315,Nationwide Mutual Insurance Company,266,2,9
Keyboard,40316,Nautilytics,267,5,7
Keyboard,40317,Navico,84,8,6
Keyboard,40318,NERA Economic Consulting,379,5,2
Keyboard,40319,NerdWallet,190,8,2
Keyboard,40320,New Media Parents,141,9,9
Keyboard,40321,Next Step Living,374,7,9
Keyboard,40322,NextBus,197,9,2
Keyboard,40323,nGAP Incorporated,13,1,3
Keyboard,40324,Nielsen,21,4,6
Keyboard,40325,Noesis,239,9,5
Keyboard,40326,NonprofitMetrics,109,2,8
Keyboard,40327,North American Van Lines,255,8,1
Keyboard,40328,Noveda Technologies,162,9,3
Keyboard,40329,NuCivic,19,4,9
Keyboard,40330,Numedii,357,2,7
Keyboard,40331,Oliver Wyman,218,7,5
Keyboard,40332,OnDeck,143,3,6
Keyboard,40333,OnStar,12,7,2
Keyboard,40334,"Ontodia, Inc",228,9,8
Keyboard,40335,Onvia,200,8,2
Keyboard,40336,Open Data Nation,130,3,7
Keyboard,40337,OpenCounter,226,4,1
Keyboard,40338,OpenGov,380,3,4
Keyboard,40339,OpenPlans,312,8,2
Keyboard,40340,"OpportunitySpace, Inc.",253,5,4
Keyboard,40341,Optensity,219,8,7
Keyboard,40342,optiGov,89,8,3
Keyboard,40343,OptumInsight,167,9,8
Keyboard,40344,Orlin Research,80,5,8
Keyboard,40345,OSIsoft,322,3,4
Keyboard,40346,OTC Markets,296,3,3
Keyboard,40347,Outline,373,7,2
Keyboard,40348,Oversight Systems,234,3,9
Keyboard,40349,Overture Technologies,379,4,3
Keyboard,40350,Owler,243,7,8
Keyboard,40351,Palantir Technologies,293,7,8
Keyboard,40352,Panjiva,141,4,5
Keyboard,40353,Parsons Brinckerhoff,190,4,3
Keyboard,40354,Patently-O,264,2,2
Keyboard,40355,PatientsLikeMe,334,3,9
Keyboard,40356,Pave,293,1,7
Keyboard,40357,Paxata,293,4,6
Keyboard,40358,"PayScale, Inc.",365,4,4
Keyboard,40359,PeerJ,16,4,4
Keyboard,40360,People Power,238,1,4
Keyboard,40361,Persint,264,7,8
Keyboard,40362,Personal Democracy Media,28,7,7
Keyboard,40363,"Personal, Inc.",377,9,2
Keyboard,40364,Personalis,38,1,3
Keyboard,40365,Peterson's,181,2,5
Keyboard,40366,PEV4me.com,31,8,4
Keyboard,40367,PIXIA Corp,13,6,3
Keyboard,40368,PlaceILive.com,153,1,5
Keyboard,40369,PlanetEcosystems,228,4,7
Keyboard,40370,PlotWatt,225,4,2
Keyboard,40371,Plus-U,244,3,7
Keyboard,40372,PolicyMap,358,3,2
Keyboard,40373,Politify,103,7,8
Keyboard,40374,Poncho App,237,3,3
Keyboard,40375,POPVOX,57,2,7
Keyboard,40376,Porch,79,7,9
Keyboard,40377,PossibilityU,125,8,1
Keyboard,40378,PowerAdvocate,54,5,6
Keyboard,40379,Practice Fusion,79,2,8
Keyboard,40380,Predilytics,194,9,9
Keyboard,40381,PricewaterhouseCoopers (PWC),232,2,3
Keyboard,40382,ProgrammableWeb,88,7,6
Keyboard,40383,Progressive Insurance Group,85,1,7
Keyboard,40384,Propeller Health,316,3,1
Keyboard,40385,ProPublica,223,8,7
Keyboard,40386,PublicEngines,219,1,7
Keyboard,40387,PYA Analytics,129,2,6
Keyboard,40388,"Qado Energy, Inc.",255,3,3
Keyboard,40389,Quandl,175,6,9
Keyboard,40390,Quertle,341,6,7
Keyboard,40391,Quid,284,2,5
Keyboard,40392,R R Donnelley,396,7,4
Keyboard,40393,RAND Corporation,289,5,6
Keyboard,40394,Rand McNally,243,8,3
Keyboard,40395,Rank and Filed,333,3,3
Keyboard,40396,Ranku,381,5,4
Keyboard,40397,Rapid Cycle Solutions,341,4,3
Keyboard,40398,realtor.com,116,1,6
Keyboard,40399,Recargo,133,3,6
Keyboard,40400,ReciPal,346,4,3
Keyboard,40401,Redfin,382,8,9
Keyboard,40402,RedLaser,221,6,8
Keyboard,40403,Reed Elsevier,215,9,9
Keyboard,40404,REI Systems,140,5,2
Keyboard,40405,Relationship Science,276,4,4
Keyboard,40406,Remi,356,2,1
Keyboard,40407,Retroficiency,356,3,4
Keyboard,40408,Revaluate,231,8,7
Keyboard,40409,Revelstone,269,6,1
Keyboard,40410,Rezolve Group,125,5,7
Keyboard,40411,Rivet Software,307,7,8
Keyboard,40412,Roadify Transit,261,9,3
Keyboard,40413,Robinson + Yu,182,6,2
Keyboard,40414,Russell Investments,11,4,2
Keyboard,40415,Sage Bionetworks,179,3,4
Keyboard,40416,SAP,17,7,8
Keyboard,40417,SAS,156,9,2
Keyboard,40418,Scale Unlimited,298,4,4
Keyboard,40419,Science Exchange,197,6,4
Keyboard,40420,Seabourne,264,4,5
Keyboard,40421,SeeClickFix,59,5,9
Keyboard,40422,SigFig,369,9,8
Keyboard,40423,Simple Energy,329,2,5
Keyboard,40424,SimpleTuition,146,9,3
Keyboard,40425,SlashDB,88,1,6
Keyboard,40426,Smart Utility Systems,325,8,3
Keyboard,40427,SmartAsset,381,3,7
Keyboard,40428,SmartProcure,265,9,5
Keyboard,40429,Smartronix,143,3,3
Keyboard,40430,SnapSense,218,3,6
Keyboard,40431,Social Explorer,63,1,8
Keyboard,40432,Social Health Insights,19,2,4
Keyboard,40433,SocialEffort Inc,290,3,6
Keyboard,40434,Socrata,144,6,9
Keyboard,40435,Solar Census,339,8,3
Keyboard,40436,SolarList,268,9,1
Keyboard,40437,Sophic Systems Alliance,67,8,1
Keyboard,40438,S&P Capital IQ,98,4,8
Keyboard,40439,SpaceCurve,128,7,6
Keyboard,40440,SpeSo Health,205,8,2
Keyboard,40441,Spikes Cavell Analytic Inc,56,8,1
Keyboard,40442,Splunk,301,6,6
Keyboard,40443,Spokeo,302,1,8
Keyboard,40444,SpotCrime,41,9,2
Keyboard,40445,SpotHero.com,380,9,8
Keyboard,40446,Stamen Design,30,2,9
Keyboard,40447,Standard and Poor's,188,3,7
Keyboard,40448,State Farm Insurance,234,8,5
Keyboard,40449,Sterling Infosystems,106,7,5
Keyboard,40450,Stevens Worldwide Van Lines,90,9,9
Keyboard,40451,STILLWATER SUPERCOMPUTING INC,54,6,9
Keyboard,40452,StockSmart,85,6,5
Keyboard,40453,Stormpulse,385,3,7
Keyboard,40454,StreamLink Software,324,5,2
Keyboard,40455,"StreetCred Software, Inc",166,7,2
Keyboard,40456,StreetEasy,255,9,9
Keyboard,40457,Suddath,51,6,3
Keyboard,40458,Symcat,261,5,2
Keyboard,40459,Synthicity,30,1,7
Keyboard,40460,T. Rowe Price,124,5,3
Keyboard,40461,Tableau Software,349,6,6
Keyboard,40462,TagniFi,290,5,2
Keyboard,40463,Telenav,246,8,5
Keyboard,40464,Tendril,395,2,4
Keyboard,40465,Teradata,307,7,7
Keyboard,40466,The Advisory Board Company,111,4,3
Keyboard,40467,The Bridgespan Group,295,6,1
Keyboard,40468,The DocGraph Journal,306,3,6
Keyboard,40469,The Govtech Fund,266,6,6
Keyboard,40470,The Schork Report,121,4,2
Keyboard,40471,The Vanguard Group,326,4,8
Keyboard,40472,Think Computer Corporation,75,1,5
Keyboard,40473,Thinknum,133,9,9
Keyboard,40474,Thomson Reuters,22,9,4
Keyboard,40475,TopCoder,80,2,1
Keyboard,40476,TowerData,159,9,6
Keyboard,40477,TransparaGov,110,9,2
Keyboard,40478,TransUnion,250,1,1
Keyboard,40479,TrialTrove,350,1,7
Keyboard,40480,TrialX,101,4,2
Keyboard,40481,Trintech,222,2,2
Keyboard,40482,TrueCar,388,8,8
Keyboard,40483,Trulia,29,5,4
Keyboard,40484,TrustedID,186,5,7
Keyboard,40485,TuvaLabs,182,9,1
Keyboard,40486,Uber,322,9,9
Keyboard,40487,Unigo LLC,199,4,1
Keyboard,40488,United Mayflower,374,4,8
Keyboard,40489,Urban Airship,15,7,6
Keyboard,40490,"Urban Mapping, Inc",59,9,1
Keyboard,40491,US Green Data,115,8,2
Keyboard,40492,U.S. News Schools,143,2,5
Keyboard,40493,USAA Group,314,4,8
Keyboard,40494,USSearch,171,5,7
Keyboard,40495,Verdafero,228,7,1
Keyboard,40496,Vimo,138,6,6
Keyboard,40497,"VisualDoD, LLC",85,8,5
Keyboard,40498,Vital Axiom | Niinja,102,4,4
Keyboard,40499,VitalChek,362,7,6
Keyboard,40500,Vitals,242,8,8
Keyboard,40501,Vizzuality,182,6,3
Keyboard,40502,Votizen,255,4,3
Keyboard,40503,Walk Score,105,1,9
Keyboard,40504,WaterSmart Software,344,2,7
Keyboard,40505,WattzOn,375,8,9
Keyboard,40506,Way Better Patents,41,2,4
Keyboard,40507,Weather Channel,344,6,6
Keyboard,40508,Weather Decision Technologies,140,5,9
Keyboard,40509,Weather Underground,92,1,6
Keyboard,40510,WebFilings,189,1,1
Keyboard,40511,Webitects,101,3,7
Keyboard,40512,WebMD,357,7,1
Keyboard,40513,Weight Watchers,35,4,1
Keyboard,40514,WeMakeItSafer,157,5,1
Keyboard,40515,Wheaton World Wide Moving,394,9,2
Keyboard,40516,Whitby Group,109,4,8
Keyboard,40517,Wolfram Research,231,7,2
Keyboard,40518,Wolters Kluwer,326,2,3
Keyboard,40519,Workhands,210,2,7
Keyboard,40520,Xatori,350,4,4
Keyboard,40521,Xcential,77,3,9
Keyboard,40522,xDayta,165,1,9
Keyboard,40523,Xignite,387,7,8
Keyboard,40524,Yahoo,328,6,2
Keyboard,40525,Zebu Compliance Solutions,108,6,7
Keyboard,40526,Yelp,43,5,2
Keyboard,40527,YourMapper,143,7,1
Keyboard,40528,Zillow,48,7,3
Keyboard,40529,ZocDoc,360,9,4
Keyboard,40530,Zonability,163,7,9
Keyboard,40531,Zoner,216,1,2
Keyboard,40532,Zurich Insurance (Risk Room),32,8,2
HDD 500 GB,30001,Samsung ,138,6,5
HDD 500 GB,30002,Intel,190,6,1
HDD 500 GB,30003,Western Digital ,129,5,5
HDD 500 GB,30004,"3 Round Stones, Inc.",77,7,4
HDD 500 GB,30005,48 Factoring Inc.,79,4,1
HDD 500 GB,30006,5PSolutions,136,1,1
HDD 500 GB,30007,Abt Associates,102,4,7
HDD 500 GB,30008,Accela,58,2,6
HDD 500 GB,30009,Accenture,136,9,2
HDD 500 GB,30010,AccuWeather,69,3,2
HDD 500 GB,30011,Acxiom,63,2,3
HDD 500 GB,30012,Adaptive,103,2,8
HDD 500 GB,30013,Adobe Digital Government,142,9,8
HDD 500 GB,30014,Aidin,30,8,7
HDD 500 GB,30015,Alarm.com,87,3,5
HDD 500 GB,30016,Allianz,154,1,3
HDD 500 GB,30017,Allied Van Lines,161,4,7
HDD 500 GB,30018,AllState Insurance Group,64,3,5
HDD 500 GB,30019,Alltuition,67,4,9
HDD 500 GB,30020,Altova,135,9,7
HDD 500 GB,30021,Amazon Web Services,20,9,1
HDD 500 GB,30022,American Red Ball Movers,24,8,4
HDD 500 GB,30023,Amida Technology Solutions,25,5,1
HDD 500 GB,30024,Analytica,11,4,4
HDD 500 GB,30025,Apextech LLC,185,3,5
HDD 500 GB,30026,Appallicious,162,1,1
HDD 500 GB,30027,Aquicore,13,2,8
HDD 500 GB,30028,Archimedes Inc.,116,9,4
HDD 500 GB,30029,AreaVibes Inc.,68,8,9
HDD 500 GB,30030,Arpin Van Lines,85,9,4
HDD 500 GB,30031,Arrive Labs,151,2,5
HDD 500 GB,30032,ASC Partners,35,6,6
HDD 500 GB,30033,Asset4,12,9,3
HDD 500 GB,30034,Atlas Van Lines,33,5,5
HDD 500 GB,30035,AtSite,127,4,1
HDD 500 GB,30036,"Aunt Bertha, Inc.",171,9,8
HDD 500 GB,30037,Aureus Sciences (*Now part of Elsevier),105,1,5
HDD 500 GB,30038,AutoGrid Systems,109,7,7
HDD 500 GB,30039,Avalara,135,3,7
HDD 500 GB,30040,Avvo,66,5,6
HDD 500 GB,30041,Ayasdi,119,5,1
HDD 500 GB,30042,Azavea,157,6,6
HDD 500 GB,30043,BaleFire Global,141,3,5
HDD 500 GB,30044,Barchart,159,3,6
HDD 500 GB,30045,Be Informed,51,2,1
HDD 500 GB,30046,Bekins,153,6,1
HDD 500 GB,30047,Berkery Noyes MandASoft,14,6,6
HDD 500 GB,30048,Berkshire Hathaway,85,6,2
HDD 500 GB,30049,BetterLesson,88,1,6
HDD 500 GB,30050,BillGuard,46,4,5
HDD 500 GB,30051,Bing,33,1,7
HDD 500 GB,30052,Biovia,134,9,7
HDD 500 GB,30053,BizVizz,98,9,8
HDD 500 GB,30054,BlackRock,13,9,2
HDD 500 GB,30055,Bloomberg,155,9,5
HDD 500 GB,30056,Booz Allen Hamilton,173,3,6
HDD 500 GB,30057,Boston Consulting Group,126,2,5
HDD 500 GB,30058,Boundless,39,4,4
HDD 500 GB,30059,Bridgewater,19,5,4
HDD 500 GB,30060,Brightscope,87,5,9
HDD 500 GB,30061,BuildFax,47,9,5
HDD 500 GB,30062,Buildingeye,112,6,6
HDD 500 GB,30063,BuildZoom,100,1,7
HDD 500 GB,30064,Business and Legal Resources,190,1,6
HDD 500 GB,30065,Business Monitor International,174,7,7
HDD 500 GB,30066,"Calcbench, Inc.",113,3,9
HDD 500 GB,30067,Cambridge Information Group,192,2,3
HDD 500 GB,30068,Cambridge Semantics,46,3,5
HDD 500 GB,30069,CAN Capital,136,2,1
HDD 500 GB,30070,Canon,69,1,6
HDD 500 GB,30071,Capital Cube,92,6,2
HDD 500 GB,30072,Cappex,194,9,8
HDD 500 GB,30073,Captricity,95,4,7
HDD 500 GB,30074,CareSet Systems,75,6,4
HDD 500 GB,30075,Careset.com,173,2,5
HDD 500 GB,30076,CARFAX,115,1,4
HDD 500 GB,30077,Caspio,155,7,7
HDD 500 GB,30078,Castle Biosciences,59,3,4
HDD 500 GB,30079,CB Insights,198,5,7
HDD 500 GB,30080,Ceiba Solutions,45,3,3
HDD 500 GB,30081,Center for Responsive Politics,103,4,2
HDD 500 GB,30082,Cerner,17,6,4
HDD 500 GB,30083,Certara,142,5,7
HDD 500 GB,30084,CGI,166,5,7
HDD 500 GB,30085,Charles River Associates,20,6,3
HDD 500 GB,30086,Charles Schwab Corp.,151,7,8
HDD 500 GB,30087,Chemical Abstracts Service,155,7,5
HDD 500 GB,30088,Child Care Desk,39,6,8
HDD 500 GB,30089,Chubb,197,9,3
HDD 500 GB,30090,Citigroup,158,1,4
HDD 500 GB,30091,CityScan,59,8,1
HDD 500 GB,30092,CitySourced,191,2,6
HDD 500 GB,30093,Civic Impulse LLC,73,5,1
HDD 500 GB,30094,Civic Insight,135,3,9
HDD 500 GB,30095,Civinomics,37,5,8
HDD 500 GB,30096,Civis Analytics,176,4,9
HDD 500 GB,30097,Clean Power Finance,29,5,2
HDD 500 GB,30098,ClearHealthCosts,106,1,2
HDD 500 GB,30099,ClearStory Data,51,1,5
HDD 500 GB,30100,Climate Corporation,130,7,2
HDD 500 GB,30101,CliniCast,25,2,6
HDD 500 GB,30102,Cloudmade,107,7,9
HDD 500 GB,30103,Cloudspyre,140,6,2
HDD 500 GB,30104,Code for America,38,7,8
HDD 500 GB,30105,Code-N,162,2,1
HDD 500 GB,30106,Collective IP,117,7,4
HDD 500 GB,30107,"College Abacus, an ECMC initiative",15,9,5
HDD 500 GB,30108,College Board,163,9,4
HDD 500 GB,30109,Compared Care,161,6,2
HDD 500 GB,30110,Compendia Bioscience Life Technologies,83,2,7
HDD 500 GB,30111,Compliance and Risks,89,4,3
HDD 500 GB,30112,Computer Packages Inc,102,4,5
HDD 500 GB,30113,CONNECT-DOT LLC.,174,3,5
HDD 500 GB,30114,ConnectEDU,43,4,2
HDD 500 GB,30115,Connotate,184,9,5
HDD 500 GB,30116,Construction Monitor LLC,63,3,1
HDD 500 GB,30117,Consumer Reports,27,7,2
HDD 500 GB,30118,CoolClimate,149,7,5
HDD 500 GB,30119,Copyright Clearance Center,86,7,6
HDD 500 GB,30120,CoreLogic,193,6,1
HDD 500 GB,30121,CostQuest,167,2,9
HDD 500 GB,30122,Credit Karma,119,8,8
HDD 500 GB,30123,Credit Sesame,74,5,4
HDD 500 GB,30124,CrowdANALYTIX,138,9,6
HDD 500 GB,30125,Dabo Health,72,7,8
HDD 500 GB,30126,DataLogix,72,7,6
HDD 500 GB,30127,DataMade,129,3,6
HDD 500 GB,30128,DataMarket,101,8,9
HDD 500 GB,30129,Datamyne,115,2,3
HDD 500 GB,30130,DataWeave,129,6,7
HDD 500 GB,30131,Deloitte,113,1,2
HDD 500 GB,30132,DemystData,162,4,6
HDD 500 GB,30133,Department of Better Technology,181,2,7
HDD 500 GB,30134,Development Seed,180,9,4
HDD 500 GB,30135,"Docket Alarm, Inc.",155,9,4
HDD 500 GB,30136,Dow Jones & Co.,193,5,3
HDD 500 GB,30137,Dun & Bradstreet,101,4,4
HDD 500 GB,30138,Earth Networks,18,9,5
HDD 500 GB,30139,EarthObserver App,132,6,7
HDD 500 GB,30140,Earthquake Alert!,37,8,2
HDD 500 GB,30141,Eat Shop Sleep,25,9,8
HDD 500 GB,30142,Ecodesk,98,2,8
HDD 500 GB,30143,eInstitutional,83,6,5
HDD 500 GB,30144,Embark,186,2,8
HDD 500 GB,30145,EMC,64,9,5
HDD 500 GB,30146,"Energy Points, Inc.",103,9,3
HDD 500 GB,30147,Energy Solutions Forum,127,8,8
HDD 500 GB,30148,Enervee Corporation,193,8,9
HDD 500 GB,30149,Enigma.io,112,1,8
HDD 500 GB,30150,Ensco,54,1,8
HDD 500 GB,30151,Environmental Data Resources,167,5,6
HDD 500 GB,30152,Epsilon,117,5,8
HDD 500 GB,30153,Equal Pay for Women,114,2,5
HDD 500 GB,30154,Equifax,158,5,1
HDD 500 GB,30155,Equilar,82,8,1
HDD 500 GB,30156,Ernst & Young LLP,166,1,7
HDD 500 GB,30157,eScholar LLC.,163,5,3
HDD 500 GB,30158,Esri,33,7,2
HDD 500 GB,30159,Estately,150,5,8
HDD 500 GB,30160,Everyday Health,11,7,1
HDD 500 GB,30161,Evidera,78,3,2
HDD 500 GB,30162,Experian,32,6,9
HDD 500 GB,30163,"Expert Health Data Programming, Inc.",50,5,3
HDD 500 GB,30164,Exversion,118,1,4
HDD 500 GB,30165,Ez-XBRL,191,6,1
HDD 500 GB,30166,Factset,27,2,1
HDD 500 GB,30167,Factual,119,7,2
HDD 500 GB,30168,Farmers,122,7,4
HDD 500 GB,30169,FarmLogs,135,8,5
HDD 500 GB,30170,Fastcase,16,2,8
HDD 500 GB,30171,Fidelity Investments,199,7,3
HDD 500 GB,30172,FindTheBest.com,17,1,4
HDD 500 GB,30173,First Fuel Software,163,6,9
HDD 500 GB,30174,"FirstPoint, Inc.",127,3,6
HDD 500 GB,30175,Fitch,74,4,6
HDD 500 GB,30176,FlightAware,81,1,4
HDD 500 GB,30177,FlightStats,78,3,4
HDD 500 GB,30178,FlightView,109,5,7
HDD 500 GB,30179,Food+Tech Connect,44,7,9
HDD 500 GB,30180,Forrester Research,135,1,4
HDD 500 GB,30181,Foursquare,163,5,1
HDD 500 GB,30182,Fujitsu,171,6,7
HDD 500 GB,30183,Funding Circle,17,6,3
HDD 500 GB,30184,FutureAdvisor,106,2,7
HDD 500 GB,30185,"Fuzion Apps, Inc.",125,6,2
HDD 500 GB,30186,Gallup,183,5,5
HDD 500 GB,30187,Galorath Incorporated,183,3,3
HDD 500 GB,30188,Garmin,193,4,3
HDD 500 GB,30189,Genability,173,4,9
HDD 500 GB,30190,GenoSpace,145,3,9
HDD 500 GB,30191,Geofeedia,187,2,8
HDD 500 GB,30192,Geolytics,36,5,4
HDD 500 GB,30193,Geoscape,158,1,7
HDD 500 GB,30194,GetRaised,81,5,8
HDD 500 GB,30195,GitHub,182,6,1
HDD 500 GB,30196,Glassy Media,11,3,5
HDD 500 GB,30197,Golden Helix,68,6,9
HDD 500 GB,30198,GoodGuide,192,5,3
HDD 500 GB,30199,Google Maps,33,4,9
HDD 500 GB,30200,Google Public Data Explorer,112,6,7
HDD 500 GB,30201,Government Transaction Services,91,7,4
HDD 500 GB,30202,Govini,145,9,4
HDD 500 GB,30203,GovTribe,50,1,2
HDD 500 GB,30204,"Govzilla, Inc.",97,2,9
HDD 500 GB,30205,gRadiant Research LLC,99,7,6
HDD 500 GB,30206,Graebel Van Lines,148,1,4
HDD 500 GB,30207,"Graematter, Inc.",39,8,2
HDD 500 GB,30208,Granicus,184,3,5
HDD 500 GB,30209,GreatSchools,22,3,8
HDD 500 GB,30210,GuideStar,194,8,3
HDD 500 GB,30211,H3 Biomedicine,57,1,7
HDD 500 GB,30212,Harris Corporation,57,7,4
HDD 500 GB,30213,"HDScores, Inc",79,2,5
HDD 500 GB,30214,Headlight,159,4,5
HDD 500 GB,30215,Healthgrades,42,2,2
HDD 500 GB,30216,Healthline,166,6,3
HDD 500 GB,30217,HealthMap,142,7,7
HDD 500 GB,30218,"HealthPocket, Inc.",182,8,8
HDD 500 GB,30219,HelloWallet,49,8,6
HDD 500 GB,30220,HERE,34,6,7
HDD 500 GB,30221,Honest Buildings,78,6,4
HDD 500 GB,30222,HopStop,185,2,9
HDD 500 GB,30223,Housefax,141,8,6
HDD 500 GB,30224,How's My Offer?,98,3,3
HDD 500 GB,30225,IBM,42,6,7
HDD 500 GB,30226,ideas42,147,3,3
HDD 500 GB,30227,iFactor Consulting,71,4,8
HDD 500 GB,30228,IFI CLAIMS Patent Services,34,6,1
HDD 500 GB,30229,iMedicare,73,1,4
HDD 500 GB,30230,Impact Forecasting (Aon),177,4,9
HDD 500 GB,30231,Impaq International,163,1,8
HDD 500 GB,30232,Import.io,83,4,9
HDD 500 GB,30233,IMS Health,178,9,8
HDD 500 GB,30234,InCadence,76,5,6
HDD 500 GB,30235,indoo.rs,85,4,9
HDD 500 GB,30236,InfoCommerce Group,21,3,6
HDD 500 GB,30237,Informatica,62,2,7
HDD 500 GB,30238,InnoCentive,179,7,1
HDD 500 GB,30239,Innography,190,8,6
HDD 500 GB,30240,Innovest Systems,13,2,7
HDD 500 GB,30241,Inovalon,127,2,3
HDD 500 GB,30242,Inrix Traffic,191,7,3
HDD 500 GB,30243,Intelius,126,5,4
HDD 500 GB,30244,Intermap Technologies,192,3,9
HDD 500 GB,30245,Investormill,109,5,4
HDD 500 GB,30246,Iodine,156,7,2
HDD 500 GB,30247,IPHIX,123,6,2
HDD 500 GB,30248,iRecycle,110,8,2
HDD 500 GB,30249,iTriage,16,8,8
HDD 500 GB,30250,IVES Group Inc,124,8,6
HDD 500 GB,30251,IW Financial,174,5,7
HDD 500 GB,30252,JJ Keller,13,5,7
HDD 500 GB,30253,J.P. Morgan Chase,64,6,4
HDD 500 GB,30254,"Junar, Inc.",170,2,1
HDD 500 GB,30255,Junyo,183,9,7
HDD 500 GB,30256,Jurispect,99,3,7
HDD 500 GB,30257,Kaiser Permanante,93,5,1
HDD 500 GB,30258,karmadata,83,1,8
HDD 500 GB,30259,Keychain Logistics Corp.,62,7,3
HDD 500 GB,30260,"KidAdmit, Inc.",148,3,3
HDD 500 GB,30261,Kimono Labs,52,4,1
HDD 500 GB,30262,KLD Research,81,9,2
HDD 500 GB,30263,Knoema,26,9,9
HDD 500 GB,30264,Knowledge Agency,168,2,1
HDD 500 GB,30265,KPMG,90,7,9
HDD 500 GB,30266,Kroll Bond Ratings Agency,110,5,4
HDD 500 GB,30267,Kyruus,180,5,5
HDD 500 GB,30268,Lawdragon,163,1,2
HDD 500 GB,30269,Legal Science Partners,146,3,1
HDD 500 GB,30270,(Leg)Cyte,166,1,5
HDD 500 GB,30271,"LegiNation, Inc.",172,4,8
HDD 500 GB,30272,LegiStorm,126,6,4
HDD 500 GB,30273,Lenddo,16,4,9
HDD 500 GB,30274,Lending Club,72,5,8
HDD 500 GB,30275,Level One Technologies,118,9,3
HDD 500 GB,30276,LexisNexis,42,3,1
HDD 500 GB,30277,Liberty Mutual Insurance Cos.,135,8,7
HDD 500 GB,30278,Lilly Open Innovation Drug Discovery,76,8,2
HDD 500 GB,30279,Liquid Robotics,168,8,6
HDD 500 GB,30280,Locavore,153,4,8
HDD 500 GB,30281,"LOGIXDATA, LLC",17,3,6
HDD 500 GB,30282,LoopNet,148,3,7
HDD 500 GB,30283,"Loqate, Inc.",22,9,6
HDD 500 GB,30284,LoseIt.com,158,5,7
HDD 500 GB,30285,LOVELAND Technologies,153,4,6
HDD 500 GB,30286,Lucid,193,4,6
HDD 500 GB,30287,"Lumesis, Inc.",168,1,6
HDD 500 GB,30288,Mango Transit,90,1,6
HDD 500 GB,30289,Mapbox,37,9,4
HDD 500 GB,30290,Maponics,163,9,5
HDD 500 GB,30291,MapQuest,165,1,7
HDD 500 GB,30292,"Marinexplore, Inc.",45,7,4
HDD 500 GB,30293,MarketSense,111,2,4
HDD 500 GB,30294,Marlin & Associates,181,7,2
HDD 500 GB,30295,Marlin Alter and Associates,179,3,4
HDD 500 GB,30296,McGraw Hill Financial,76,9,5
HDD 500 GB,30297,McKinsey,151,1,8
HDD 500 GB,30298,MedWatcher,19,7,1
HDD 500 GB,30299,Mercaris,131,4,8
HDD 500 GB,30300,Merrill Corp.,91,5,1
HDD 500 GB,30301,Merrill Lynch,196,2,9
HDD 500 GB,30302,MetLife,132,9,6
HDD 500 GB,30303,mHealthCoach,139,6,6
HDD 500 GB,30304,MicroBilt Corporation,114,2,6
